         138206233 function calls (137099009 primitive calls) in 2668.676 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1402    0.005    0.000    3.757    0.003 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\eager\function.py:3125(__call__)
     4608    0.005    0.000    0.199    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\expressions\expression.py:523(__sub__)
     4608    0.005    0.000    0.012    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\expressions\constants\constant.py:108(canonicalize)
     1460    0.005    0.000    0.025    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\eager\function.py:2754(canonicalize_function_inputs)
     6144    0.005    0.000    0.019    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\expressions\constants\constant.py:145(is_complex)
    37092    0.005    0.000    0.005    0.000 {built-in method numpy.asanyarray}
     2304    0.005    0.000    0.005    0.000 {built-in method cplex._internal.py37_cplex2010.doublePtr_swiginit}
 2520/830    0.005    0.000    0.012    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tf_agents\utils\nest_utils.py:179(prune_extra_keys)
      826    0.005    0.000    0.006    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\numpy\lib\twodim_base.py:161(eye)
     9984    0.005    0.000    0.005    0.000 {method 'indices' of 'slice' objects}
     5376    0.005    0.000    0.014    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_pycplex.py:1871(CPXXgetnumrows)
     4608    0.005    0.000    0.010    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\expressions\cvxtypes.py:90(neg_expr)
     2304    0.005    0.000    0.005    0.000 {built-in method numpy.asfortranarray}
     6144    0.005    0.000    0.037    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_procedural.py:299(addfuncdest)
     1536    0.005    0.000    0.209    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\__init__.py:147(_end)
6912/1536    0.005    0.000    0.019    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\utilities\canonical.py:63(<listcomp>)
      768    0.005    0.000    0.608    0.001 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\reductions\canonicalization.py:55(apply)
     7680    0.005    0.000    0.018    0.000 <__array_function__ internals>:2(iscomplexobj)
     2304    0.005    0.000    0.145    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\expressions\expression.py:202(is_dcp)
    32736    0.005    0.000    0.006    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\networkx\classes\reportviews.py:490(__iter__)
     2126    0.005    0.000    0.005    0.000 {method 'ByteSize' of 'google.protobuf.pyext._message.CMessage' objects}
     1536    0.005    0.000    0.005    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\reductions\utilities.py:66(group_constraints)
       52    0.005    0.000    0.005    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_GraphToFunction_wrapper}
     3072    0.005    0.000    0.014    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\atoms\affine\binary_operators.py:117(shape_from_args)
      348    0.005    0.000 2627.785    7.551 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tf_agents\environments\tf_py_environment.py:295(_step_py)
     1063    0.005    0.000    0.005    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_NewOperation}
     9306    0.005    0.000    0.018    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\numpy\lib\_iotools.py:199(_delimited_splitter)
    13056    0.005    0.000    0.007    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\expressions\expression.py:394(ndim)
     2304    0.005    0.000    0.329    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\atoms\atom.py:353(value)
     1062    0.005    0.000    1.614    0.002 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\networkx\classes\digraph.py:268(__init__)
      768    0.005    0.000    0.005    0.000 {built-in method cplex._internal.py37_cplex2010.CPXXcreateprob}
      768    0.005    0.000    0.020    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\reductions\qp2quad_form\qp_matrix_stuffing.py:54(__init__)
      768    0.005    0.000    0.028    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\reductions\solvers\qp_solvers\qp_solver.py:50(_prepare_data_and_inv_data)
      768    0.005    0.000    0.040    0.000 c:\Users\richa\My Drive\York\PhD Research\Systemic Risk\Reducing-Systemic-Risk-with-DDPG\environment.py:53(combine_tri)
      846    0.005    0.000    0.005    0.000 {built-in method _codecs.charmap_decode}
      768    0.005    0.000    0.022    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_parameter_hierarchy.py:378(simplex_members)
     6144    0.005    0.000    0.036    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_procedural.py:304(delfuncdest)
      352    0.005    0.000    0.040    0.000 c:\Users\richa\My Drive\York\PhD Research\Systemic Risk\Reducing-Systemic-Risk-with-DDPG\network_gym\envs\model_network.py:455(update)
     1536    0.005    0.000    0.049    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\expressions\constants\constant.py:177(_compute_attr)
       52    0.005    0.000    0.067    0.001 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\framework\auto_control_deps.py:312(__exit__)
     3167    0.005    0.000    0.005    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\ops\variables.py:158(validate_synchronization_aggregation_trainable)
7680/2304    0.005    0.000    0.043    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\atoms\affine\affine_atom.py:46(is_complex)
      352    0.005    0.000    0.077    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tf_agents\environments\tf_py_environment.py:40(_pack_named_sequence)
     2911    0.005    0.000    0.005    0.000 {built-in method builtins.sorted}
1425/1413    0.005    0.000   32.355    0.023 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\eager\def_function.py:929(_call)
     5626    0.005    0.000    0.010    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\distribute\distribution_strategy_context.py:80(_get_per_thread_mode)
1063/1050    0.005    0.000    0.161    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\framework\func_graph.py:624(_create_op_internal)
     2408    0.005    0.000    0.005    0.000 {method 'SerializeToString' of 'google.protobuf.pyext._message.CMessage' objects}
      768    0.005    0.000    0.005    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\scipy\sparse\dia.py:181(getnnz)
    17664    0.005    0.000    0.009    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_pycplex.py:2727(value)
     7928    0.005    0.000    0.008    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\eager\tape.py:154(stop_recording)
     4086    0.005    0.000    0.005    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\eager\context.py:920(scope_name)
     3121    0.004    0.000    0.009    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\framework\device_spec.py:111(__init__)
       45    0.004    0.000    0.107    0.002 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\autograph\pyct\origin_info.py:233(resolve)
     1063    0.004    0.000    0.016    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\framework\ops.py:3741(_create_op_helper)
     4608    0.004    0.000    0.006    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\lin_ops\lin_utils.py:99(create_const)
     7680    0.004    0.000    0.019    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\numpy\core\fromnumeric.py:198(reshape)
      768    0.004    0.000    1.851    0.002 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_procedural.py:698(freeprob)
     2515    0.004    0.000    0.008    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:186(finalize)
    20736    0.004    0.000    0.014    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\atoms\atom.py:65(validate_arguments)
     8353    0.004    0.000    0.007    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\_weakrefset.py:26(__exit__)
     1536    0.004    0.000    0.004    0.000 {built-in method _operator.neg}
     1536    0.004    0.000    0.139    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\constraints\nonpos.py:153(__init__)
    14592    0.004    0.000    0.004    0.000 {built-in method _cvxcore.new_ConstLinOpVector}
    28416    0.004    0.000    0.004    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\expressions\constants\constant.py:73(value)
    21504    0.004    0.000    0.009    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\cvxcore\python\cvxcore.py:336(push_back)
      768    0.004    0.000   64.317    0.084 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\scipy\sparse\compressed.py:1147(sort_indices)
     3840    0.004    0.000    0.005    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\expressions\leaf.py:263(is_complex)
     3912    0.004    0.000    0.018    0.000 <__array_function__ internals>:2(copyto)
    19324    0.004    0.000    0.006    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\types.py:164(__get__)
      282    0.004    0.000    0.029    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\numpy\lib\npyio.py:1997(<listcomp>)
     1536    0.004    0.000    0.030    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\expressions\expression.py:612(__rmatmul__)
     4608    0.004    0.000    0.010    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_pycplex.py:1661(free_double_C_array)
      250    0.004    0.000    0.013    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\framework\tensor_util.py:361(make_tensor_proto)
     3072    0.004    0.000    0.017    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_parameter_classes.py:308(_set)
      282    0.004    0.000    0.128    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\numpy\lib\npyio.py:2139(<listcomp>)
    19178    0.004    0.000    0.024    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\tokenize.py:147(_compile)
    24064    0.004    0.000    0.004    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\expressions\leaf.py:184(shape)
     4608    0.004    0.000    0.023    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\atoms\affine\unary_operators.py:30(__init__)
      376    0.004    0.000    0.004    0.000 {method 'ParseFromString' of 'google.protobuf.pyext._message.CMessage' objects}
    21151    0.004    0.000    0.005    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\framework\tensor_shape.py:881(<genexpr>)
     2304    0.004    0.000    0.017    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\atoms\affine\promote.py:27(promote)
    15572    0.004    0.000    0.004    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
     1536    0.004    0.000    0.153    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\constraints\nonpos.py:180(is_dcp)
     1536    0.004    0.000    0.030    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\problems\problem.py:336(parameters)
    17664    0.004    0.000    0.004    0.000 {built-in method cplex._internal.py37_cplex2010.intPtr_value}
    49152    0.004    0.000    0.004    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\reductions\cvx_attr2constr.py:58(<genexpr>)
     3072    0.004    0.000    0.004    0.000 {built-in method cplex._internal.py37_cplex2010.CPXXsolninfo}
     3072    0.004    0.000    0.006    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\numpy\core\shape_base.py:23(atleast_1d)
        2    0.004    0.002    0.004    0.002 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\scipy\linalg\lapack.py:994(_compute_lwork)
     1536    0.004    0.000    0.051    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\atoms\atom.py:459(new_numeric)
     5373    0.004    0.000    0.006    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\ast.py:133(copy_location)
      768    0.004    0.000    0.008    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_parameter_hierarchy.py:321(read_members)
     2473    0.004    0.000    0.009    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\framework\ops.py:5504(control_dependencies)
    13312    0.004    0.000    0.004    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\lin_ops\lin_op.py:25(__init__)
      350    0.004    0.000    1.224    0.003 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\ops\clip_ops.py:36(clip_by_value)
       27    0.004    0.000    0.004    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextRemoveFunction}
    35328    0.004    0.000    0.004    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\expressions\constants\constant.py:102(shape)
      768    0.004    0.000    0.144    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\reductions\solvers\conic_solvers\cplex_conif.py:62(hide_solver_output)
7788/7786    0.004    0.000    0.169    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\util\nest.py:646(pack_sequence_as)
    13056    0.004    0.000    0.004    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\problems\problem.py:198(constraints)
      256    0.004    0.000   18.611    0.073 c:\Users\richa\My Drive\York\PhD Research\Systemic Risk\Reducing-Systemic-Risk-with-DDPG\network_gym\envs\model_network.py:550(_calculate_debtrank_difference)
    32256    0.004    0.000    0.004    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\numpy\core\fromnumeric.py:3123(_ndim_dispatcher)
     1439    0.004    0.000    0.060    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\eager\function.py:3283(_cache_key)
    12880    0.004    0.000    0.004    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\framework\ops.py:1303(graph)
     1536    0.004    0.000    0.004    0.000 {built-in method builtins.divmod}
     1536    0.004    0.000    0.025    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\__init__.py:375(get_time)
     5376    0.004    0.000    0.008    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\expressions\cvxtypes.py:30(add_expr)
       69    0.004    0.000    0.004    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_GraphCopyFunction}
     2998    0.004    0.000    0.004    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\_collections_abc.py:742(__iter__)
     1536    0.004    0.000   21.026    0.014 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_procedural.py:176(Pylolmat_to_CHBmat)
     1935    0.004    0.000    0.004    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_SetAttrValueProto}
     3498    0.004    0.000    0.005    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\ntpath.py:122(splitdrive)
6912/1536    0.004    0.000    0.025    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\utilities\canonical.py:59(constants)
      768    0.004    0.000    0.006    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_parameter_hierarchy.py:20(barrier_limits_members)
      349    0.004    0.000 2628.738    7.532 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tf_agents\environments\tf_py_environment.py:274(_step)
  6971/45    0.004    0.000    0.041    0.001 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\autograph\pyct\origin_info.py:220(visit)
     6912    0.004    0.000    0.005    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\atoms\affine\add_expr.py:42(<listcomp>)
     2588    0.004    0.000    0.026    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tf_agents\utils\nest_utils.py:67(assert_same_structure)
      768    0.004    0.000    0.532    0.001 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_procedural.py:1995(getx)
     1232    0.004    0.000    0.021    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\framework\func_graph.py:461(inner_cm)
    12288    0.004    0.000    0.009    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_pycplex.py:1985(CPXXgetchannels)
     6276    0.004    0.000    0.006    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\framework\tensor_conversion_registry.py:116(get)
     1710    0.004    0.000   31.086    0.018 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\eager\execute.py:33(quick_execute)
      768    0.004    0.000    0.007    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_parameter_hierarchy.py:222(mip_tolerances_members)
      768    0.004    0.000    0.783    0.001 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\scipy\sparse\compressed.py:1059(eliminate_zeros)
      862    0.004    0.000    0.007    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\ntpath.py:450(normpath)
    18432    0.004    0.000    0.004    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\interface\numpy_interface\ndarray_interface.py:61(<genexpr>)
      768    0.004    0.000    0.010    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_subinterfaces.py:4456(get_num_barrier_iterations)
      768    0.004    0.000    0.021    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\reductions\qp2quad_form\qp_matrix_stuffing.py:140(<listcomp>)
    46080    0.004    0.000    0.004    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\expressions\constants\constant.py:70(is_constant)
      768    0.004    0.000    0.034    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\problems\problem.py:650(_find_candidate_solvers)
     4608    0.003    0.000    0.186    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_pycplex.py:1652(double_list_to_C_array)
    11106    0.003    0.000    0.037    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\util\nest.py:105(is_namedtuple)
      362    0.003    0.000    0.055    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:850(assign_add)
     2304    0.003    0.000    0.041    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\atoms\affine\binary_operators.py:239(__init__)
     7765    0.003    0.000    0.003    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsMutableMapping}
3650/2022    0.003    0.000    0.087    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\keras\engine\base_layer.py:2836(__setattr__)
     1402    0.003    0.000    0.013    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\eager\def_function.py:188(called_without_tracing)
5907/5903    0.003    0.000    1.122    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\framework\constant_op.py:174(constant)
      768    0.003    0.000    7.459    0.010 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_pycplex.py:2408(CPXXcopyquad)
    27297    0.003    0.000    0.007    0.000 {method 'update' of 'set' objects}
     2222    0.003    0.000    0.003    0.000 {method 'CopyFrom' of 'google.protobuf.pyext._message.CMessage' objects}
     1424    0.003    0.000    0.014    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\eager\def_function.py:1263(__get__)
     9306    0.003    0.000    0.022    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\numpy\lib\_iotools.py:226(__call__)
     3138    0.003    0.000    0.026    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\gast\ast3.py:173(visit_Name)
     1536    0.003    0.000    0.017    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_subinterfaces.py:7561(is_dual_feasible)
      768    0.003    0.000    0.035    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\scipy\sparse\data.py:96(count_nonzero)
      768    0.003    0.000    0.068    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\scipy\sparse\construct.py:219(eye)
    32982    0.003    0.000    0.003    0.000 {method 'copy' of 'set' objects}
      768    0.003    0.000    0.542    0.001 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_subinterfaces.py:7211(get_values)
     2304    0.003    0.000    0.011    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_pycplex.py:2774(__init__)
      768    0.003    0.000    0.130    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\interface\numpy_interface\sparse_matrix_interface.py:29(const_to_matrix)
     2442    0.003    0.000    0.215    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\ops\gen_resource_variable_ops.py:1087(resource_scatter_update)
      704    0.003    0.000    0.008    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\framework\dtypes.py:91(min)
    11581    0.003    0.000    0.003    0.000 {built-in method builtins.min}
     1536    0.003    0.000    0.048    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\problems\problem.py:322(variables)
      348    0.003    0.000    5.181    0.015 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tf_agents\drivers\dynamic_step_driver.py:147(<listcomp>)
      371    0.003    0.000    0.031    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tf_agents\utils\nest_utils.py:420(is_batched_nested_tensors)
     1056    0.003    0.000    0.010    0.000 c:\Users\richa\My Drive\York\PhD Research\Systemic Risk\Reducing-Systemic-Risk-with-DDPG\network_gym\envs\model_network.py:469(<listcomp>)
     1128    0.003    0.000    0.005    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\urllib\parse.py:412(urlsplit)
     3079    0.003    0.000    0.003    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
5657/5653    0.003    0.000    1.046    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\framework\constant_op.py:306(_constant_eager_impl)
     2304    0.003    0.000    0.009    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_aux_functions.py:75(max_arg_length)
     2304    0.003    0.000    0.006    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cvxpy\expressions\cvxtypes.py:110(promote)
      345    0.003    0.000    0.189    0.001 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tf_agents\specs\tensor_spec.py:325(sample_fn)
     1088    0.003    0.000    0.003    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\framework\c_api_util.py:208(tf_output)
      512    0.003    0.000    0.016    0.000 c:\Users\richa\My Drive\York\PhD Research\Systemic Risk\Reducing-Systemic-Risk-with-DDPG\network_gym\envs\model_network.py:545(_sum_debtranks)
     4414    0.003    0.000    0.005    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\framework\tensor_shape.py:271(is_compatible_with)
      768    0.003    0.000    0.210    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\cplex-20.1.0.0-py3.7.egg\cplex\_internal\_parameter_hierarchy.py:271(network_members)
     2184    0.003    0.000    0.003    0.000 C:\Users\richa\anaconda3\envs\main-ddpg-tf27\lib\site-packages\tensorflow\python\eager\context.py:935(_set_device)
    11520    0.003    0.000    0.003    0.000 {built-in method _cvxcore.ConstLinOpVector_push_back}
      768    0.003    0.000    0.003    0.000 {method 'repeat' of 'numpy.ndarray' objects}
        6    0.003    0.001    0.020    0.003 c:\Users\richa\My Drive\York\PhD Research\Systemic Risk\Reducing-Systemic-Risk-with-DDPG\network_gym\envs\model_network.py:186(create_layer)
